customerID,Nombre,Apellido,Documento de Identidad,Correo Electronico,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2952-QAYZF,David,Romero,25720634,dromero4138@example.com,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,Yes
6234-PFPXL,Pedro,López,65344851,plopez6089@outlook.com,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,2234.95,No
9824-QCJPK,Fernando,Gutiérrez,54605177,fgutierrez8116@outlook.com,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,666.75,No
4763-PGDPO,Clara,Martínez,28149664,cmartinez6622@outlook.com,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281,Yes
4283-IVYCI,Pedro,Rodríguez,97491960,prodriguez4807@gmail.com,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,547.8,No
1866-OBPNR,Juan,Pérez,87457483,jperez5695@outlook.com,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,74.6,No
8205-MQUGY,Pablo,López,21689916,plopez9236@example.com,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15,No
8970-ANWXO,Beatriz,Martín,60063645,bmartin4716@gmail.com,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,No
9480-BQJEI,Pablo,Sánchez,59535331,psanchez3517@hotmail.com,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,No
5394-SVGJV,Luis,Jiménez,27262260,ljimenez9641@outlook.com,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,Yes
6979-TNDEU,Lucía,Rodríguez,52139992,lrodriguez811@gmail.com,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,156.85,No
9777-WJJPR,Fernando,García,79134676,fgarcia8494@gmail.com,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,2683.2,No
9283-LZQOH,Carlos,López,68093929,clopez5810@hotmail.com,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,Yes
7079-QRCBC,Laura,Hernández,12612566,lhernandez6547@example.com,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,Yes
9495-SKLKD,Jorge,Gómez,47536830,jgomez3265@gmail.com,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,No
6048-UWKAL,Eva,Fernández,32505482,efernandez8502@outlook.com,Female,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,6998.95,No
5067-DGXLL,Miguel,Álvarez,64645672,malvarez9860@yahoo.com,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,36.8,No
5469-CTCWN,José,Martín,66844433,jmartin8394@gmail.com,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7,Yes
9851-QXEEQ,Pedro,González,10850050,pgonzalez8989@example.com,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,4346.4,Yes
6281-FKEWS,Andrea,Jiménez,85762689,ajimenez5460@yahoo.com,Female,0,No,No,44,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.05,2265,No
8898-KASCD,José,Rodríguez,37307485,jrodriguez8881@hotmail.com,Male,0,No,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,1309.15,No
9242-TKFSV,Sergio,Álvarez,51055689,salvarez6139@hotmail.com,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,4754.3,No
9290-SHCMB,Teresa,Pérez,25328396,tperez5682@hotmail.com,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,1235.55,No
0743-HNPFG,Ana,Díaz,18663827,adiaz1763@outlook.com,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,3562.5,No
2277-BKJKN,Rosa,Moreno,60655204,rmoreno4294@example.com,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,7213.75,No
9809-IMGCQ,Pablo,Fernández,52304342,pfernandez8866@yahoo.com,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,2082.95,Yes
5208-HFSBT,Carmen,Gutiérrez,48571951,cgutierrez5453@hotmail.com,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,102.75,Yes
5035-PGZXH,Carmen,Gómez,28034440,cgomez3549@yahoo.com,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,No
8695-WDYEA,Diego,Martín,65181753,dmartin4154@example.com,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,51.25,No
6543-JXSOO,Sara,Muñoz,33043352,smunoz2378@hotmail.com,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,1282.85,No
8016-ZMGMO,Patricia,Gutiérrez,62642215,pgutierrez4654@yahoo.com,Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,4738.85,No
8605-ITULD,Paula,Pérez,92206055,pperez4854@hotmail.com,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No
3254-YRILK,Daniel,Álvarez,73816286,dalvarez6313@gmail.com,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,Yes
6416-YJTTB,Luis,Jiménez,33340442,ljimenez7534@yahoo.com,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65,No
2667-WYLWJ,Cristina,Pérez,63357010,cperez7440@yahoo.com,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,145,Yes
4472-VESGY,Sara,Ruiz,23857765,sruiz2156@gmail.com,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,No
3195-TQDZX,Jorge,González,68196359,jgonzalez9096@outlook.com,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,61.45,No
3128-YOVTD,Sara,Díaz,35447810,sdiaz982@yahoo.com,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,No
0529-ONKER,Diego,González,75157984,dgonzalez3345@example.com,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,Yes
1728-CXQBE,Carlos,Muñoz,67895713,cmunoz3302@outlook.com,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,6081.4,No
7041-TXQJH,Teresa,Alonso,98087711,talonso5816@outlook.com,Female,0,No,No,37,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,No
5014-GSOUQ,Álvaro,Hernández,42559886,ahernandez8926@yahoo.com,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,243.65,No
5724-BIDBU,Luis,Sánchez,63370458,lsanchez2468@outlook.com,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,2633.95,No
0481-SUMCB,Cristina,Álvarez,34743670,calvarez210@hotmail.com,Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.15,4735.35,No
1769-GRUIK,Clara,Pérez,93299625,cperez636@yahoo.com,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,1247.75,No
5240-IJOQT,Fernando,González,93938003,fgonzalez7169@outlook.com,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes
8819-WFGGJ,Fernando,Muñoz,58787336,fmunoz8876@example.com,Male,0,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.1,3794.5,No
7427-AUFPY,Carlos,Ruiz,54100568,cruiz1766@outlook.com,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1008.7,No
2811-POVEX,Isabel,Jiménez,28216186,ijimenez7218@outlook.com,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55,No
1092-GANHU,Fernando,Martínez,88681967,fmartinez9347@example.com,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,1313.55,Yes
7898-PDWQE,Juan,Díaz,39103379,jdiaz6364@yahoo.com,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,5727.15,No
9972-EWRJS,Cristina,García,43931937,cgarcia1845@yahoo.com,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.25,1372.9,No
9314-IJWSQ,Beatriz,Jiménez,73469201,bjimenez8773@outlook.com,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,1203.9,No
0661-XEYAN,Ana,Romero,42896327,aromero4763@hotmail.com,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,Yes
5799-JRCZO,Beatriz,Ruiz,42337831,bruiz6698@yahoo.com,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1215.1,No
1921-KYSAY,Beatriz,Rodríguez,94945579,brodriguez7022@yahoo.com,Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,2877.05,No
6198-RTPMF,Rosa,Martín,41823681,rmartin1602@example.com,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6,1579.7,No
2924-KHUVI,Daniel,Rodríguez,80577660,drodriguez8067@yahoo.com,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,No
1925-GMVBW,Elena,Rodríguez,50330196,erodriguez926@example.com,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,96.1,No
7881-EVUAD,María,Hernández,32246044,mhernandez7365@outlook.com,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,Yes
6184-DYUOB,Teresa,Romero,68341737,tromero6932@yahoo.com,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,55.25,No
9207-ZPANB,Miguel,Rodríguez,61210524,mrodriguez3856@outlook.com,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.45,2443.3,No
5766-XQXMQ,Isabel,Gutiérrez,11874468,igutierrez178@example.com,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes
9327-QSDED,José,Fernández,23363238,jfernandez2822@hotmail.com,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4,No
1656-DRSMG,Patricia,Jiménez,29288876,pjimenez6626@outlook.com,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,No
3012-VFFMN,Paula,Rodríguez,53292823,prodriguez1010@outlook.com,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,158.95,No
2984-AFWNC,Patricia,Moreno,91631627,pmoreno9619@hotmail.com,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15,No
0640-YJTPY,Álvaro,Jiménez,88990935,ajimenez2836@example.com,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1493.75,No
8096-LOIST,Carmen,Díaz,12850733,cdiaz3307@example.com,Female,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,1093.4,No
9764-REAFF,Sara,Álvarez,57824655,salvarez5391@gmail.com,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.4,1057.85,No
3703-VAVCL,Miguel,Gutiérrez,95463064,mgutierrez2838@outlook.com,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,190.05,Yes
7107-UBYKY,María,Gómez,95685167,mgomez2707@yahoo.com,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.75,882.55,No
4881-GQJTW,Pablo,Martínez,70270969,pmartinez1354@gmail.com,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.6,300.4,No
8519-QJGJD,Sara,Martín,63867150,smartin9714@gmail.com,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.35,1025.95,Yes
7876-DNYAP,Clara,Sánchez,60107500,csanchez981@outlook.com,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,1436.95,No
7905-NJMXS,Daniel,Romero,19123146,dromero8847@example.com,Male,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2,475,No
2882-WDTBA,Luis,Pérez,69692131,lperez1536@gmail.com,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.75,5388.15,No
2091-GPPIQ,Carmen,Sánchez,82857293,csanchez4998@example.com,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.95,5730.15,No
6326-MTTXK,Javier,Jiménez,55722843,jjimenez4668@outlook.com,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55,Yes
5071-FBJFS,Patricia,González,68177487,pgonzalez2637@gmail.com,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.3,217.1,No
2796-UUZZO,Luis,Hernández,88553115,lhernandez5763@yahoo.com,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,No
2429-AYKKO,Carlos,López,79791683,clopez7513@yahoo.com,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1434.1,No
9798-OPFEM,Cristina,Hernández,56930211,chernandez2966@outlook.com,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.1,937.1,No
0330-IVZHA,Elena,García,66562739,egarcia9066@hotmail.com,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,Yes
3794-NFNCH,Manuel,González,90985464,mgonzalez8906@gmail.com,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,No
5193-QLVZB,Andrés,García,51815263,agarcia3878@outlook.com,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,No
7114-AEOZE,Clara,Jiménez,79033483,cjimenez9072@outlook.com,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,No
2886-KEFUM,Eva,López,91429881,elopez3362@hotmail.com,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,Yes
5522-NYKPB,Pablo,Pérez,69449344,pperez9128@outlook.com,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9,2199.05,No
4237-RLAQD,Fernando,Gómez,76743835,fgomez4467@yahoo.com,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes
9957-YODKZ,Francisco,Muñoz,79033496,fmunoz6965@hotmail.com,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.8,457.1,No
6518-KZXCB,Sergio,Rodríguez,61906722,srodriguez7448@gmail.com,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,566.5,No
2245-ADZFJ,Cristina,Gutiérrez,54027026,cgutierrez4413@hotmail.com,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.55,2471.6,No
7776-QGYJC,Patricia,Hernández,72621236,phernandez4682@yahoo.com,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,No
9313-QOLTZ,Luis,Álvarez,93652513,lalvarez2556@example.com,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,No
9651-GTSAQ,Lucía,Alonso,25329245,lalonso1714@gmail.com,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,Yes
3186-BAXNB,Carmen,López,21639188,clopez8433@example.com,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,Yes
4672-FOTSD,David,Gutiérrez,64437534,dgutierrez4338@outlook.com,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,No
0637-YLETY,Elena,Muñoz,28239798,emunoz6359@hotmail.com,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Yes
9818-XQCUV,Beatriz,Gutiérrez,20023259,bgutierrez4916@outlook.com,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,45.3,No
7338-ERIVA,Diego,García,61483086,dgarcia6857@gmail.com,Male,0,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,No
1157-BQCUW,Andrés,Moreno,22337308,amoreno8929@hotmail.com,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,Yes
8259-NFJTV,Eva,Moreno,31791826,emoreno5172@hotmail.com,Female,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,246.6,No
3223-DWFIO,Francisco,Álvarez,96689535,falvarez8390@hotmail.com,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,261.65,No
2660-EMUBI,Sergio,Martín,31334826,smartin8253@example.com,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,Yes
6968-GMKPR,Rosa,Díaz,91225822,rdiaz5196@hotmail.com,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,4509.5,No
4751-ERMAN,José,Gómez,76900654,jgomez1891@gmail.com,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4,5480.25,No
1436-ZMJAN,Isabel,Fernández,49724635,ifernandez749@gmail.com,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,No
3292-PBZEJ,José,Martínez,47986223,jmartinez8703@yahoo.com,Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,No
0799-DDIHE,María,Sánchez,39721043,msanchez3616@outlook.com,Female,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,639.45,No
3070-FNFZQ,Sara,Pérez,84948896,sperez8585@outlook.com,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,478.75,No
2812-SFXMJ,Juan,Pérez,91731954,jperez4501@hotmail.com,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No
7675-OZCZG,Andrea,Romero,38757053,aromero1705@hotmail.com,Female,1,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,Yes
5014-WUQMG,Álvaro,Díaz,38969055,adiaz5140@example.com,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,4391.45,No
5312-TSZVC,Carmen,Díaz,92081989,cdiaz3252@example.com,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,270.6,No
2003-CKLOR,Manuel,Gómez,76148293,mgomez966@hotmail.com,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,Yes
0993-OSGPT,Andrea,Ruiz,80467072,aruiz7086@hotmail.com,Female,1,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,No
9254-RBFON,Beatriz,González,63772016,bgonzalez4615@hotmail.com,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Yes
1205-WNWPJ,María,Hernández,46727841,mhernandez3533@outlook.com,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,Yes
9391-EOYLI,Andrés,Hernández,32197731,ahernandez380@outlook.com,Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,950.2,Yes
7108-DGVUU,Cristina,Martínez,24549155,cmartinez2113@outlook.com,Female,1,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.7,1497.05,No
2782-JEEBU,Álvaro,Sánchez,22494572,asanchez8776@yahoo.com,Male,0,No,No,21,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.0,780.15,No
5127-BZENZ,Ana,Rodríguez,18700233,arodriguez2374@yahoo.com,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.2,3512.15,No
2720-FVBQP,Clara,Romero,35827893,cromero2547@gmail.com,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,No
9906-NHHVC,Marta,Martín,55217483,mmartin105@gmail.com,Female,1,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.9,No
4522-XRWWI,Manuel,Jiménez,44730317,mjimenez3489@example.com,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.45,3375.9,No
3766-EJLFL,Elena,López,79353866,elopez831@gmail.com,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,No
5939-SXWHM,Sergio,Sánchez,87719589,ssanchez8006@hotmail.com,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,1245.05,No
